Name,Link,Type,Program(s),List,Score,Aliases,Addresses,Country
WELFARE AND DEVELOPMENT ORGANIZATION OF JAMAAT-UD-DAWAH FOR QUR'AN AND SUNNAH,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=21391,Entity,SDGT,SDN,,strong: WELFARE AND DEVELOPMENT ORGANIZATION OF JAMA'AT AL-DA'WAH ILA AL-QUR'AN WA-AL-SUNNAH; strong: WELFARE AND DEVELOPMENT ORGANIZATION OF JAMA'AT AL-DA'WAH LI-L-QUR'AN WA-L-SUNNA; strong: WELFARE AND DEVELOPMENT ORGANIZATION OF ADVOCACY GROUP TO THE KORAN AND SUNNAH; strong: WELFARE AND DEVELOPMENT ORGANIZATION OF THE GROUP FOR THE CALL TO QUR'AN AND SUNNAH; weak: WELFARE AND DEVELOPMENT ORGANIZATION; weak: WELFARE & DEVELOPMENT ORGANIZATION; strong: M/S WELFARE & DEVELOPMENT ORGANIZATION; weak: WELFARE AND DEVELOPMENT ORG; strong: WELFARE AND DEVELOPMENT ORGANIZATION IN PAKISTAN; strong: WELFARE AND DEVELOPMENT ORGANIZATION IN AFGHANISTAN; strong: AL-MUNADDAMA AL-KAIRYIA LIL-TANMIYA OF JAMA'AT AL-DA'WAH ILA AL-QUR'AN WA-AL-SUNNAH; strong: AL-MUNADAMA AL-KHAYRIA LILTANMIA; weak: WDO; strong: MASHARIA AL-KHAYRIA; strong: MASHARYA AL-KHAIRYA,"P.O. Box 1202, Peshawar, 25000, Pakistan; Badhi Road, Chamkani, 81-E/A, Peshawar, 25000, Pakistan; Old Bara Road, University Town, P.O. Box 769, Peshawar, Pakistan; University Town, 45 D/3, Peshawar, 25000, Pakistan; Old Jamrud Road, University Town, Shahen Town, Peshawar, Pakistan; House 46, near airport, Jalalabad, Nangarhar, Afghanistan; Upper Chatter Near Water Supply, Muzaffarabad, Azad Jammu and Kashmir, Pakistan",Afghanistan
RAHAT LTD,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=15580,Entity,SDGT,SDN,,strong: RAHAT LTD. SARAFI; strong: RAHAT TRADING COMPANY; strong: HAJI MUHAMMAD QASIM SARAFI; strong: HAJI MOHAMMED QASIM HAWALA; strong: NEW CHAGAI TRADING COMPANY; strong: MUSA KALIM HAWALA,"Room 33, Kandahar, Afghanistan; 5th Floor, Sarafi Market, Shop 4, Wesh (Waish), Spin Boldak, Afghanistan; Azizi Bank, Haji Muhammad Isa Market, Dr Barno Road, Quetta, Pakistan; Haji Mohammed Plaza, Quetta, Pakistan; Tol Aram Road, near Jamal Dean Afghani Road, Kandari Bazar, Quetta, Pakistan; Safaar Bazaar, Garmsir, Afghanistan; Nimruz, Afghanistan; Chahgay Bazaar, Chahgay, Pakistan; Gereshk, Afghanistan; Chaman, Pakistan; Lashkar Gah, Afghanistan; Zahedan, Iran; Musa Qal'ah District Center Bazaar, Musa Qal'ah, Helmand Province, Afghanistan",Afghanistan
REVIVAL OF ISLAMIC HERITAGE SOCIETY,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=7149,Entity,SDGT,SDN,,strong: JAMIAT IHIA AL-TURATH AL-ISLAMIYA; strong: REVIVAL OF ISLAMIC SOCIETY HERITAGE ON THE AFRICAN CONTINENT; strong: JAMIA IHYA UL TURATH; weak: RIHS; strong: AFGHAN SUPPORT COMMITTEE; strong: AHYA UL TURAS; strong: JAMIAT AYAT-UR-RHAS AL ISLAMIA; strong: JAMIAT IHYA UL TURATH AL ISLAMIA; strong: LAJNAT UL MASA EIDATUL AFGHANIA; weak: ASC; strong: AL-FURQAN FOUNDATION WELFARE TRUST; strong: AL-FURQAN CHARITABLE FOUNDATION; strong: AL-FURQAN WELFARE FOUNDATION; weak: SOCIAL DEVELOPMENT FOUNDATION; strong: ORGANIZATION FOR PEACE AND DEVELOPMENT PAKISTAN; strong: FORKHAN RELIEF ORGANIZATION; strong: AL-FURQAN AL-KHARIYA; strong: AL-FURQAN KHARIA; strong: AL-FORQAN AL-KHAIRYA; strong: AL-FURQAN UL KHAIRA; strong: RAIES KHILQATUL QURANIA FOUNDATION OF PAKISTAN; weak: AL-FURKAN; weak: AL-FORKAN; weak: MOSASA-TUL-FORQAN; weak: MOASSESA AL-FURQAN; weak: AL MOSUSTA FURQAN; weak: AL-MOSASATUL FURQAN; weak: JAMIAT AL-FURQAN; strong: LAJNATUL FURQAN; strong: HAYAT UR RAS AL-FURQAN; strong: HIYAT ORAZ AL ISLAMIYA; strong: JAMITO AHIA TORAS AL-ISLAMI; strong: JAMIAT AL-HAYA AL-SARAT; strong: AHIYAHU TURUS; strong: AHYA UTRAS; strong: HAYATUTRAS; strong: HAYATURAS; strong: AL-TURAZ TRUST; strong: AL-TURAZ ORGANIZATION; weak: HITRAS; strong: AL FORQAN CHARITY; strong: EAST AND WEST ENTERPRISES,"House Number 56, E. Canal Road, Peshawar, Pakistan; University Town, Afghanistan; Near old Badar Hospital in University Town, Peshawar, Pakistan; Chinar Road, Peshawar, Pakistan; University Town, 218 Khyber View Plaza, Peshawar, Pakistan; Jamrud Road, 216 Khyber View Plaza, Peshawar, Pakistan; Jamrud Road,",Afghanistan
AL-HARAMAIN : ALBANIA BRANCH,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=8259,Entity,SDGT,SDN,,,"Ifran Tomini street, #58, Tirana, Albania",Albania
"GLOBAL RELIEF FOUNDATION, INC.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=7270,Entity,SDGT,SDN,,"strong: FONDATION SECOURS MONDIAL A.S.B.L.; strong: FONDATION SECOURS MONDIAL-BELGIQUE A.S.B.L.; strong: FONDATION SECOURS MONDIAL-KOSOVA; strong: FONDATION SECOURS MONDIAL VZW; strong: FONDATION SECOURS MONDIAL 'WORLD RELIEF'; weak: FSM; strong: STICHTING WERELDHULP-BELGIE, V.Z.W.; strong: SECOURS MONDIAL DE FRANCE","Rruga e Kavajes, Building No. 3, Apartment No. 61, P.O. Box 2892, Tirana, Albania; Vaatjesstraat, 29, Putte, 2580, Belgium; Rue des Bataves 69, 1040 Etterbeek, Brussels, Belgium; P.O. Box 6, 1040 Etterbeek 2, Brussels, Belgium; Mula Mustafe Baseskije Street No. 72, Sarajevo, Bosnia and Herzegovina; Put Mladih Muslimana Street 30/A, Sarajevo, Bosnia and Herzegovina; Rr. Skenderbeu 76, Lagjja Sefa, Gjakova, Serbia; Ylli Morina Road, Djakovica, Serbia; House 267 Street No. 54, Sector F-11/4, Islamabad, Pakistan; Saray Cad. No. 37 B Blok, Yesilyurt Apt. 2/4, Sirinevler, Turkey; Afghanistan; Azerbaijan; Bangladesh; Chechnya, Russia; China; Eritrea; Ethiopia; Georgia; India; Ingushetia, Russia; Iraq; Jordan; Kashmir, undetermined; Lebanon; Gaza Strip, undetermined; Sierra Leone; Somalia; Syria; 49 rue du Lazaret, Strasbourg, 67100, France; West Bank",Albania
HURIYA PRIVATE FZE LLE,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=43083,Entity,RUSSIA-EO14024,SDN,,,"Suite 1601 Lake Central Tower, Dubai, United Arab Emirates; Business Bay, Nuschelerstrasse 31, Zurich, Switzerland; PO Box 8022, Office 1919, 19 floor, Doha, Qatar; The E18hteen Tower, Lusail, Fujairah, United Arab Emirates; Albania; Cyprus",Albania
REVIVAL OF ISLAMIC HERITAGE SOCIETY,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=10923,Entity,SDGT,SDN,,"strong: RIHS; strong: RIHS HEADQUARTERS-KUWAIT; strong: REVIVAL OF ISLAMIC HERITAGE FOUNDATION; strong: RIHF; strong: SOCIETY FOR THE REVIVAL OF ISLAMIC HERITAGE; strong: ISLAMIC HERITAGE REVIVAL PARTY; strong: ISLAMIC HERITAGE RESTORATION SOCIETY; strong: IHRS; strong: KUWAITI HERITAGE; strong: IHYA TURAS AL-ISLAMI; strong: IJHA TURATH  AL-ISLAMI; strong: JAMIA IHYA UL TURATH; strong: JAMIAT IHIA AL-TURATH AL-ISLAMIYA; strong: JAM'IYAT IHYA' AL-TURATH AL-ISLAMI; strong: JAMI'AT IHY'A AL-TIRATH AL-ISLAMIA; strong: JAMIATUL IHYA UL TURATH; strong: JAMIYAT IKHYA AT-TURAZ AL-ISLAMI, SOCIETY OF THE REBIRTH OF THE ISLAMIC PEOPLE; strong: JAMIATUL-YAHYA UT TURAZ; strong: JOMIATUL EHYA-UT TURAJ; strong: JOMIYATU-EHYA-UT TURAS AL ISLAMI; strong: JAMA'AH IHYA AL-TURAZ AL-ISLAMI; strong: JAMI'AH AL-HIYA AL-TURATH AL ISLAMIYAH; strong: LAJNAT IHYA AL-TURATH AL-ISLAMI; strong: LAJNAT AL-IHYA AL-TURATH AL-ISLAMI; strong: RIHS ADMINISTRATION FOR THE BUILDING OF MOSQUES AND ISLAMIC PROJECTS; strong: RIHS MOSQUES COMMITTEE; strong: ADMINISTRATION OF THE REVIVAL OF ISLAMIC HERITAGE SOCIETY COMMITTEE; strong: RIHS ARAB WORLD COMMITTEE; strong: RIHS COMMITTEE FOR THE ARAB WORLD; strong: RIHS COMMITTEE FOR WEST ASIA; strong: RIHS CENTRAL ASIA COMMITTEE; strong: COMMITTEE FOR EUROPE AND THE AMERICAS; strong: RIHS EUROPE AND THE AMERICAS COMMITTEE; strong: RIHS TWO AMERICAS AND EUROPEAN MUSLIM COMMITTEE; strong: RIHS EUROPE AMERICA MUSLIMS COMMITTEE; strong: RIHS SOUTHEAST ASIA COMMITTEE; strong: RIHS COMMITTEE FOR SOUTH EAST ASIA; strong: RIHS INDIAN CONTINENT COMMITTEE; strong: RIHS INDIAN SUBCONTINENT COMMITTEE; strong: RIHS COMMITTEE FOR INDIA; strong: RIHS AFRICAN CONTINENT COMMITTEE; strong: REVIVAL OF ISLAMIC SOCIETY HERITAGE ON THE AFRICAN CONTINENT; strong: RIHS PUBLIC RELATIONS COMMITTEE; strong: RIHS CULTURAL COMMITTEE; strong: RIHS PRINCIPLE COMMITTEE FOR THE CENTER FOR PRESERVATION OF THE HOLY QU'ARAN; strong: RIHS GENERAL COMMITTEE FOR DONATIONS; strong: RIHS YOUTH CENTER COMMITTEE; strong: RIHS SCIENTIFIC COMMITTEE-BRANCH OF SABAH AL-NASIR; strong: RIHS FATWAS COMMITTEE; strong: RIHS CENTER FOR MANUSCRIPTS COMMITTEE; strong: RIHS EDUCATING COMMITTEES, AL-JAHRA'; strong: RIHS AUDIO RECORDINGS COMMITTEE; strong: RIHS PROJECT OF ASSIGNING PREACHERS COMMITTEE; strong: RIHS OFFICE OF PRINTING AND PUBLISHING; strong: RIHS COMMITTEE FOR WOMEN; strong: RIHS COMMITTEE FOR WOMEN, ADMINISTRATION FOR THE BUILDING OF MOSQUES; strong: RIHS ADMINISTRATION FOR THE COMMITTEES OF ALMSGIVING; strong: RIHS WOMEN'S BRANCH FOR THE PROJECT OF ENDOWMENT; strong: RIHS COMMITTEE FOR ALMSGIVING AND CHARITIES; strong: RIHS COMMITTEE FOR THE CALL AND GUIDANCE; strong: RIHS-CAMBODIA; strong: THE KUWAITI-CAMBODIAN ORPHANAGE CENTER; strong: RIHS CAMBODIA-KUWAIT ORPHANAGE CENTER; strong: RIHS CHAOM CHAU CENTER; strong: THE KUWAIT-CAMBODIA ISLAMIC CULTURAL TRAINING CENTER; strong: NARA WELFARE AND EDUCATION ASSOCIATION; strong: RIHS-BOSNIA AND HERZEGOVINA; strong: KUWAITI JOINT RELIEF COMMITTEE, BOSNIA AND HERZEGOVINA; strong: KJRC-BOSNIA AND HERZEGOVINA; strong: PLANDISTE SCHOOL, BOSNIA AND HERZEGOVINA; strong: ORGANIZACIJA PREPORODA ISLAMSKE TRADICIJE KUVAJT; strong: KUWAIT GENERAL COMMITTEE FOR AID; strong: GENERAL KUWAIT COMMITTEE; strong: RIHS-ALBANIA; strong: CENTER OF CALL FOR WISDOM; strong: CCFW; strong: THIRRJA PER UTESI; strong: NGO TURATH; strong: RIHS-KOSOVO; strong: DORA E MIRESISE; strong: HAND OF MERCY; strong: RIHS-AZERBAIJAN; strong: RIHS-RUSSIA; strong: RIHS-LEBANON; strong: RIHS-BANGLADESH; strong: RIHS-SOMALIA; strong: RIHS-GHANA; strong: RIHS-TANZANIA; strong: RIHS-BENIN; strong: RIHS-CAMEROON; strong: RIHS-SENEGAL; strong: RIHS-NIGERIA; strong: RIHS-LIBERIA; strong: RIHS-IVORY COAST; strong: RIHS COMMITTEE FOR AFRICA","Part 5, Qurtaba, P.O. Box 5585, Safat, Kuwait; House #40, Lake Drive Road, Sector #7, Uttara, Dhaka, Bangladesh; Number 28 Mula Mustafe Baseskije Street, Sarajevo, Bosnia and Herzegovina; Number 2 Plandiste Street, Sarajevo, Bosnia and Herzegovina; M.M. Baseskije Street, No. 28p, Sarajevo, Bosnia and Herzegovina; Number 6 Donji Hotonj Street, Sarajevo, Bosnia and Herzegovina; RIHS Office, Ilidza, Bosnia and Herzegovina; RIHS Alija House, Ilidza, Bosnia and Herzegovina; RIHS Office, Tirana, Albania; RIHS Office, Pristina, Kosovo; Tripoli, Lebanon; City of Sidon, Lebanon; Dangkor District, Phnom Penh, Cambodia; Kismayo, Somalia; Kaneshi Quarter of Accra, Ghana; Al-Andalus, Kuwait; Al-Jahra', Kuwait; Al-Qurayn, Kuwait; Sabah Al-Nasir, Kuwait; Qurtubah, Kuwait; Hadiyah, Kuwait; Al-Qadisiyah, Kuwait; Al-Fayha', Kuwait; Al-Riqah, Kuwait; Al-Firdaws, Kuwait; Khitan, Kuwait; Al-Sabahiyah, Kuwait; Jalib Al-Shiyukh, Kuwait; Bayan Wa Mashrif, Kuwait; Sabah Al-Salim, Kuwait; Al-Rumaythiyah, Kuwait; Al-Salimiyah, Kuwait; Al-Aridiyah, Kuwait; Al-Khalidiya, Kuwait; Al-Dhahr, Kuwait; Al-Rawdah, Kuwait; Al-Shamiyah Wa Al-Shuwaykh, Kuwait; Al-Amiriyah, Kuwait; Al-Nuzhah, Kuwait; Kifan, Kuwait",Albania
AL-MULATHAMUN BATTALION,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=16446,Entity,FTO; SDGT,SDN,,strong: AL-MULATHAMUN BRIGADE; strong: AL-MUWAQQI'UN BIL-DIMA; strong: THOSE SIGNED IN BLOOD BATTALION; strong: SIGNATORIES IN BLOOD; strong: THOSE WHO SIGN IN BLOOD; weak: WITNESSES IN BLOOD; strong: SIGNED-IN-BLOOD BATTALION; weak: MASKED MEN BRIGADE; strong: KHALED ABU AL-ABBAS BRIGADE; strong: AL-MULATHAMUN MASKED ONES BRIGADE; strong: AL-MURABITOUN; weak: THE SENTINELS, Algeria; Mali,Algeria
CH'OLHYO'N OVERSEAS CONSTRUCTION COMPANY,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=23084,Entity,DPRK3,SDN,,, Kuwait; Algeria,Algeria
AL-BAKOUN ALA AL-AHD ORGANIZATION,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=8083,Entity,SDGT,SDN,,strong: FAITHFUL TO THE OATH, Algeria,Algeria
JUND AL-KHILAFAH IN ALGERIA,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18644,Entity,SDGT,SDN,,weak: JAK-A; strong: JUND AL-KHALIFA FI ARD AL-JAZAYER; strong: JUND AL-KHILAFAH FI ARD AL-JAZA' IR; strong: SOLDIERS OF THE CALIPHATE IN ALGERIA; strong: CALIPHATE SOLDIERS OF ALGERIA; strong: SOLDIERS OF THE CALIPHATE IN THE LAND OF ALGERIA; strong: JUND AL KHALIFA-ALGERIA; strong: JUND AL-KHALIFA; strong: JUND AL-KHILAFA GROUP," Kabylie region, Algeria",Algeria
SIDAR COMPANY,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=37484,Entity,SDGT,SDN,,strong: SIDAR INTERNATIONAL HOLDING COMPANY WLL; strong: SARL SIDAR; strong: EDDAR INTERNATIONAL COMPANY,"141 Coup Imobiliere el bina lot N 141, Algiers, Algeria; Dely Ibrahim, Lotissement 108 Lot N50 Commune, El Hachiniia, Algeria; 141 Cooperative Immobilere De Construction Lot N141, Dely Ibrahim, Algeria; 141 Hai El Bina, Dely Ibrahim, Algeria",Algeria
DHAMAT HOUMET DAAWA SALAFIA,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=8085,Entity,SDGT,SDN,,strong: DJAMAAT HOUMAT ED DAWA ESSALAFIA; strong: DJAMAAT HOUMAT ED DAAWA ES SALAFIYA; strong: DJAMAATT HOUMAT ED DAAWA ES SALAFIYA; strong: EL-AHOUAL BATTALION; strong: GROUP PROTECTORS OF SALAFIST PREACHING; strong: GROUP OF SUPPORTERS OF THE SALAFIST TREND; strong: GROUP OF SUPPORTERS OF THE SALAFISTE TREND; strong: THE HORROR SQUADRON; strong: HOUMAT ED DAAWA ES SALIFIYA; strong: HOUMAT ED-DAAOUA ES-SALAFIA; strong: HOUMATE ED-DAAWA ES-SALAFIA; strong: HOUMATE EL DA'AWAA ES-SALAFIYYA; strong: KATIBAT EL AHOUAL; strong: KATIBAT EL AHOUEL; strong: PROTECTORS OF THE SALAFIST CALL; strong: PROTECTORS OF THE SALAFIST PREDICATION; strong: SALAFIST CALL PROTECTORS, Algeria,Algeria
AFRI BELG COMMERCIO E INDUSTRIA LDA,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=12458,Entity,SDGT,SDN,,strong: AFRI BELG; strong: AFRI-BELG; strong: AFRI-BELG SUPERMERCADOS; strong: CASH & CARRY RETAIL STORES; strong: AFRI-BELG CONTRUCTION; strong: AFRI-BELG AGRICULTURE,"Rua Comandante Valodia 266-268, Luanda, Angola; Sao Paulo, Avenida Comandante De Valodia n. 0.67, Luanda, Angola; 1 Andar",Angola
BANCO VTB AFRICA SA,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18725,Entity,RUSSIA-EO14024; UKRAINE-EO13662,SDN; Non-SDN,,strong: VTB AFRICA,"22, Rua da Missao, Luanda, Angola",Angola
COCHAN S.A.,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=33938,Entity,GLOMAG,SDN,,strong: COCHAN GROUP; weak: COCHAN; strong: GRUPO COCHAN; strong: COCHAN ANGOLA,"Av. 1 Congresso Do Mpla, Luanda, Angola; Edificio CIF 17 Andar,",Angola
EMPRESA CUBANA DE AVIACION,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=735,Entity,CUBA,SDN,,strong: CUBANA AIRLINES,"32 Main Street, Georgetown, Guyana; 24 Rue Du Quatre Septembre, Paris, France; Belas Airport, Luanda, Angola; Dobrininskaya No. 7, Sec 5, Moscow, Russia; Corrientes 545 Primer Piso, Buenos Aires, Argentina; Frankfurter TOR 8-A, Berlin, Germany; 1 Place Ville Marie, Suite 3431, Montreal, Canada; Parizska 17, Prague, Czech Republic; Paseo de la Republica 126, Lima, Peru; Piarco Airport, Port au Prince, Haiti; c/o Anglo-Caribbean Shipping Co. Ltd., London, EC3N 1DY, United Kingdom; Ibex House, The Minories, Norman Manley International Airport, Kingston, Jamaica; Melchor Ocampo 469, 5DF, Mexico City, Mexico; Calle 29 y Avda Justo Arosemena, Panama City, Panama; Grantley Adams Airport, Christ Church, Barbados; Madrid, Spain",Angola
GENI NOVAS TECNOLOGIAS S.A.,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=33942,Entity,GLOMAG,SDN,,strong: GENI NOVAS TECNOLOGIAS," Luanda, Angola",Angola
GENI SARL,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=33940,Entity,GLOMAG,SDN,,weak: GENI; strong: GENI S.A.; strong: GENI GROUP,"Rua Marechal Bros Tito No 13, Luanda, Angola; Ingombotas Predio Do Kinaxixi, Cabinda, Angola",Angola
GOLFRATE HOLDINGS (ANGOLA) LDA,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=12453,Entity,SDGT,SDN,,strong: GOLFRATE AFRICA; strong: GOLFRATE; strong: GOLFRATE DISTRIBUTION; strong: GOLFRATE FOOD INDUSTRIES; strong: GOLFRATE HPC INDUSTRIES; strong: GOLFRATE PAINTS,"Avenida 4 de Fevereiro No. 13, Luanda, Angola; C.P. 6172, Avenida 4 de Fevereiro 13 R/N, Luanda, Angola; Av. 4 de Fevereiro no 13 R/C, Luanda, Angola",Angola
GRUPO AROSFRAN EMPREENDIMENTOS E PARTICIPACOES SARL,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=12457,Entity,SDGT,SDN,,strong: GRUPO AROSFRAN; strong: GRUPO AROSFRAM; strong: AROSFRAN,"1st Floor, Luanda, Angola; Avenida Comandante Valodia, No. 65, Rua Clube Maritimo Africano, Luanda, Angola; No 22 r/c, Rua Comandante de Volodia, Luanda, Angola; No 67, Premiero Andar, Avenida Comandante de Valodia, Luanda, Angola; No. 0.67, 1 Andar, Rua General Rocadas 5, Luanda, Angola",Angola
EMPRESA DE TURISMO NACIONAL Y INTERNACIONAL,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=758,Entity,CUBA,SDN,,strong: CUBATUR," Buenos Aires, Argentina",Argentina
AERO CONTINENTE S.A,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=8244,Entity,SDNTK,SDN,,strong: AEROCONTINENTE S.A.; strong: AERO CONTINENT S.A.; strong: NUEVO CONTINENTE S.A.; strong: NUEVOCONTINENTE S.A.; strong: WWW.AEROCONTINENTE.COM; strong: WWW.AEROCONTINENTE.COM.PE; strong: WWW.NUEVOCONTINENTE.COM.PE,"Jr. Francisco Bolognesi 125, Piso 16, Miraflores, Lima 18, Peru; Av. Grau 602 D, Barranco, Lima, Peru; Plaza Camacho TDA 3-C, La Molina, Lima, Peru; Av. Antunez de Mayolo 889, Los Olivos, Lima, Peru; Av. Pardo 605, Miraflores I-Pardo, Lima, Peru; Av. Camino Real 441, San Isidro, Lima, Peru; Av. Arequipa 326, Santa Beatriz, Lima, Peru; Av. Benavides 4581, Surco I, Lima, Peru; Av. Saenz Pena 184, Callao, Lima, Peru; Av. Rufino Torrico 981, Lima, Peru; Av. Enrique Llosa 395-A, Magdalena, Lima, Peru; Av. Larco 123-2 Do Piso, Miraflores II-Larco, Lima, Peru; Av. Peru 3421, San Martin de Porres, Lima, Peru; C.C. San Miguel Shopping Center, TDA. 50 - Av. La Mar 2291, San Miguel, Lima, Peru; Av. La Encalada 1587, (C.C. El Polo Block A Oficina 213), Surco II-C.C. El Polo, Lima, Peru; Av. Jose Pardo 601, Miraflores, Lima, Peru; Av. Peru 3421, San Martin, Lima, Peru; Av. Grau 624, Barranco, Lima, Peru; Av. La Marina 2095, San Miguel, Lima, Peru; Sta Catalina 105 A-B, Arequipa, Peru; Jr. 9 de Diciembre 160, Ayacucho, Peru; Jr. 2 de Mayo 381, Cajamarca, Peru; Calle San Jose 867-879, Chiclayo, Peru; Portal de Carnes 254, Cusco, Peru; Jr. Prospero 232, Iquitos, Peru; Calle San Roman 175, Juliaca, Peru; Jr. Libertad 945-951, Piura, Peru; Leon Velarde 584, Puerto Maldonado, Peru; Jr. 7 de Junio 861, Pucallpa, Peru; Alonso de Alvarado 726, Rioja, Peru; Calle Apurimac 265, Tacna, Peru; Jr. Moyobamba 101, Tarapoto, Peru; Jr. Pizarro 470, Trujillo, Peru; Av. Tumbes 217, Tumbes, Peru; Jr. Libertad 139, Yurimaguas, Peru; Av. Thames 2406 (CP 1425) C.F., Buenos Aires, Argentina; Av. Amazonas No. 22-11B Y Veintimilla-Quito, Quito, Ecuador; Avenida Portugal No. 20, Of. 27 - Comuna Santiago Centro, Santiago, Chile; Boyaca 1012 Y P. Icaza, Guayaquil, Ecuador; Av. 27 De Febrero No. 102, Edif Miguel Mejia Urr. El Vergel, Santo Domingo, Dominican Republic; 1ra Avenida de Los Palos Grandes, Caracas, Venezuela; Centro Comercial Quinora P.B., Locales L-1A y L-2A, Calle Rio Rhin No. 64, Mexico City D.F., 065000, Mexico; P.B. Col. Cuauhtemoc C.P., Av. Colon 119 Piso 3 Of. 6 (CP-X5000EPB), Cordoba, Argentina; Rivadavia 209 (CP-5500), Mendoza, Argentina; Sarmiento 854 Piso 8 Of. 3 y 4 (CP-S2000CMN), Rosario, Santa Fe, Argentina; Bogota, Colombia; 8940 NW 24 Terrace, Miami, FL, 33172, United States",Argentina
BAJER S.R.L.,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=26469,Entity,SDNTK,SDN,,strong: BAJER SOCIEDAD DE RESPONSABILIDAD LIMITADA,"Nazarre 3336, Buenos Aires, 1417, Argentina",Argentina
B-WORK S.A.S.,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=26471,Entity,SDNTK,SDN,,,"Libertador del Av. 6025 piso 4, Buenos Aires, Argentina",Argentina
EMPRESA CUBANA DE AVIACION,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=735,Entity,CUBA,SDN,,strong: CUBANA AIRLINES,"32 Main Street, Georgetown, Guyana; 24 Rue Du Quatre Septembre, Paris, France; Belas Airport, Luanda, Angola; Dobrininskaya No. 7, Sec 5, Moscow, Russia; Corrientes 545 Primer Piso, Buenos Aires, Argentina; Frankfurter TOR 8-A, Berlin, Germany; 1 Place Ville Marie, Suite 3431, Montreal, Canada; Parizska 17, Prague, Czech Republic; Paseo de la Republica 126, Lima, Peru; Piarco Airport, Port au Prince, Haiti; c/o Anglo-Caribbean Shipping Co. Ltd., London, EC3N 1DY, United Kingdom; Ibex House, The Minories, Norman Manley International Airport, Kingston, Jamaica; Melchor Ocampo 469, 5DF, Mexico City, Mexico; Calle 29 y Avda Justo Arosemena, Panama City, Panama; Grantley Adams Airport, Christ Church, Barbados; Madrid, Spain",Argentina
"CRYMSA - ARGENTINA, S.A.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=589,Entity,CUBA,SDN,,," Buenos Aires, Argentina",Argentina
GOLDPHARMA DRUG TRAFFICKING & MONEY LAUNDERING ORGANIZATION,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=26413,Entity,SDNTK,SDN,,strong: GOLDPHARMA DRUG TRAFFICKING AND MONEY LAUNDERING ORGANIZATION," Buenos Aires, Argentina",Argentina
HIGH NUTRITION SOCIEDAD DE RESPONSABILIDAD LIMITADA,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=26470,Entity,SDNTK,SDN,,strong: HIGH NUTRITION S.R.L.,"Adolfo Carranza 2216, Buenos Aires, Argentina",Argentina
LA EMPRESA CUBANA DE FLETES,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=1287,Entity,CUBA,SDN,,strong: CUFLET; strong: CUBAN FREIGHT ENTERPRISE," Pyongyang, Korea, North; Moscow, Russia; Barcelona, Spain; Rostock, Germany; Genoa, Italy; Syczecin, Poland; Rotterdam, Netherlands; Mexico; Buenos Aires, Argentina; Montreal, Canada; Varna, Bulgaria",Argentina
"LEVERAGE, S.A.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=1316,Entity,CUBA,SDN,,,"San Martin 323, Piso 14, Buenos Aires, Argentina",Argentina
SMILE TECHNOLOGIES S.A.,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=26465,Entity,SDNTK,SDN,,strong: SMILE WALLET LIMITED; strong: SMILE WALLET LTD; strong: SMILE PAYMENTS,"Avenida Chivilcoy 3157, Buenos Aires, Argentina; piso 2, departamento D",Argentina
